岗位名称,公司名称,薪资范围,工作地点,学历要求,经验要求,公司规模,公司行业,福利待遇,职位信息
ai产品经理,三一重机有限公司,20-30K·14薪,苏州,本科,3-5年,10000人以上,专用设备,年终奖|住宿|节日福利|定期体检|餐补|带薪年假|免费班车|五险一金|股票期权,职位描述 高级产品经理/总监（AI健康来自与空间智能） 【公司坐标】：[苏州] 【职位使命】： 你将负责公司核心APP的设计与演进，这是连接用户与AI智能体的视觉与服务窗口。你的目标是打造⼀款既具备专业感，⼜拥有独投使⽤体验的顶级智能体应用，将“具身智能”的闭环体验送达⽤户手中。 核心职责 (Core Responsibilities) 1、Agent 交互定义： 设计AI健康管家在移动端的交互范式，实现从“被动”到“主动”的体验跨越，塑造有温度的数字人格。 2、高维数据可视化： 将传感数据转化为极具科技感且易读的视觉语言 3、软硬一体控枢： 负责手机端与底层硬件执行单元的联动设计，确保物理干预过程的可视化与闭环操作的极致流畅。 4、24/7 场景化经营： 构建覆盖“晨间、日间、晚间”的全时用户动线，并设计多成员/家庭健康管理的功能模块。 任职要求 (Requirements) 1、经验积淀： 全日制本科以上学历，3-5年移动互联网产品经验，有AIoT、高端智能穿戴或智能家居项目经验者优先。 2、极致交互与审美： 具备深厚的 UX/UI 设计功底，对高端精英人群的审美有精准把控，能主导从逻辑方案到动效细节的打磨。 3、逻辑与数据敏感： 对复杂指标有理解力，能通过数据发现产品价值，并协同算法团队优化指标建议。 4、AI 敏锐度： 深刻理解 LLM 与 AI Agent 的基本原理，能利用手机系统能力（灵动岛、Widgets、推送系统）增强 AI 的主动性体验。 5、创业心态： 适应硬科技初创公司的节奏，具备极强的 Owner 意识，能跨部门推动硬件、算法、软件团队达成目标。 加分项 (Bonus) 1、有成功主导过获评“App Store 年度精选”或同类设计大奖项目的经历。 2、能熟练使用 Figma、Framer 或 Principle 等工具制作高保真动效演示。 3、了解行业AI赋能应用的前沿信息，并能熟练使用其中某一款工具在自己的工作实践中。 【为什么加入我们？】 1、行业领先： 目前行业唯一的全闭环体验具身智能形态产品。 2、顶尖团队： 与来自全球知名科技企业与自动驾驶公司的自身工程专家共事，共同定义私人健康Agent的未来形态。
AI应用现场工程师,capsio,9-14K,苏州,本科,1-3年,20-99人,计算机软件,五险一金|节日福利|生日福利|零食下午茶|免费午餐|全勤奖,岗位职责 1. 对接各地政府客户，精boss准沟通并梳理需求，依托公司政府资源来自推进项目落地； 2. 负责公司现有在用系统的日常维护与优化，保障系统稳定运行； 3. 配合外部开发团队，完成SaaS+传感器监测数据系统的辅助开发⼯作； 4. 把控技术⽅案，解决开发核⼼问题，具备持续学习新技术的意识。 任职要求 1. 开发公司3年及以上相关工作经验，熟悉使用AI agent、Java、PHP、Python开发语⾔； 2. 擅长客户需求沟通，具备扎实的软件开发与技术理解能力； 3. 学习能力强，能快速适配新项目技术需求。 岗位福利： 【福利待遇】 9:00--17:30 双休 五险一金、带薪年假、其他补贴等。
大模型算法,成都码拓客网络技术,15-25K,苏州,本科,3-5年,100-499人,互联网,加班补助|节日福利|有无线网|团建聚餐|零食下午茶|生日福利|绩效奖金|五险一金|餐补|员工旅游|年终奖|带薪年假,岗位职责： 1. 配合进行项目跟进和项目管理，协助制定项目计划，跟进需求、设来自计、验证、交付等关键节点；负责编制并定期发送项⽬⽇报、周报、⽉报； 2. 组织项目协调会议和部门例会，编写会议纪要，跟踪会议决议事项的落实情况； 3. 负责研发部设计历史文件（DHF）和⽣产记录（DHR）的管理与维护，确保文档完整性和版本受控；参与质量体系程序文件的编写和维护； 4. 参与注册申报相关文档的编写、整理和归档维护； 5. 参与研发产品的测试工作，包括出厂测试、图像质量测试、软件测试等，熟悉产品功能和性能指标； 6. 负责研发项目的物料编码申请、BOM维护、采购下单及到货跟进； 7. 完成上级安排的其他工作。 任职资格： 1. 本科及以上学历，机械、电子、生物医学工程等理工科相关专业； 2. 1年以上工作经验，有医疗器械行业经验者优先，应届生亦可； 3. 熟练使用AI辅助工具（Agent类工具），能通过AI工具提升工作效率，而非仅限于对话式AI； 4. 了解医疗器械法规和注册流程，了解质量管理体系者优先； 5. 熟练使用Word、Excel、PPT等办公软件，具备较强的文档撰写和编辑能力； 6. 具备跨部门沟通和协调能力； 7. 思维严谨、细致认真，有责任心和执行力，学习能力强； 8. 既能与团队合作也能独立工作。
Java-双休-统本_wh3ch,版石软件(上海),14-16K,苏州,本科,5-10年,100-499人,互联网,有无线网|员工旅游|带薪年假|五险一金,【岗位职责】 1、功boss能设计与迭代：根据产品规划和用户反馈，进行深度需求分析，输出高质量 PRD 及原型，驱动 AI 核心功能与交互体验的落地。 2、跨职能协同：与技术团队、UI/UX 设计师紧密沟通，确保开发还原度；负责相关辅助性事务的统筹（如供应商账号开通、第三⽅资源协调等）。 3、项⽬进度管控：承担部分项⽬经理职能，制定开发里程碑，实时监控进度，识别并消除项目风险，并定期向管理层汇报。 4、全链路跟踪：对软件产品的最终交付结果负责，持续优化 AI ⼤模型在硬件端的落地效果。 【任职要求】 1、行业背景：本科及以上学历，3 年以上互联网产品经验。有 AI 大模型（LLM）、AI Agent（智能体）或智能穿戴设备经验者优先。 2、技术素养：能听懂技术语言，深刻理解 LLM 核心概念及 API 调用逻辑，能与技术团队深入讨论模型响应与策略优化。 3、项目掌控力：具备出色的 PMO 潜质，能够处理复杂的多任务环境，抗压性强，不排斥为了项目推进而处理行政类/琐碎类辅助工作。 4、主人公意识：具备极强的 Owner 精神，能主动发现并独立思考解决方案，而非仅仅作为“需求搬运工”
Python,中移,20-40K,苏州,本科,3-5年,1000-9999人,计算机软件,补充公积金|补充医疗保险|员工旅游|企业年金|住房补贴|节日福利|绩效奖金|定期体检|免费工装|工龄奖|意外险|年终奖|生日福利|团建聚餐|法定节假日三薪|五险一金|带薪年假|高温补贴|餐补,工boss作职责 1.主导大模型技术架构设计与核心模块开发，负责来自从0来自到1构来自建企业级大模型应⽤平台。 2.参与模型压缩与量化，实现模型的量化，压缩与蒸馏。 3.构建企业级RAG知识增强系统，研发多模态⽂档理解与知识检索增强⽅案。 4.设计自主Agent系统架构，开发支持复杂业务流程的多Agent协同框架。 5.建⽴大模型开发技术规范，制定模型迭代、监控、AB测试全流程方案。 6.跟踪前沿技术演进，主导Transformer架构优化、MoE模型应用等创新实践。 任职资格 1. 学历要求：本科及以上学历。 2. 专业要求：计算机科学与技术、人工智能、数学与计算科学等相关专业。 3. 工作经历：3年以上AI系统开发经验，2年以上大模型开发经验，主导过2个以上大模型完整落地项目。 4. 专业技能： 4 精通Python/Java/C++多语言开发，深入掌握CUDA编程与模型算子优化能力； 4 精通Transformer架构及变体优化，具备百亿参数级大模型预训练和指令微调实战经验； 4 掌握分布式训练框架（Megatron/DeepSpeed），具有千卡集群训练调优及混合并行策略实施经验，精通训练数据预处理与分布式加载优化； 4 精通RAG增强架构设计，具备多模态文档理解、知识图谱融合及低延迟检索系统开发能力，掌握领域数据增强与合成技术； 4 主导过企业级Agent系统开发，掌握多Agent协同调度框架及复杂业务流程编排技术； 4 深入掌握模型量化（QLoRA）与推理加速技术，熟悉TensorRT/OpenVINO等部署框架，具备量化模型精度评估与校准能力； 4 具备大模型安全攻防能力，掌握对抗样本防御、内容合规控制等企业级解决方案，构建模型越狱攻击检测与防御机制； 4 在垂直领域有算法适配经验，能设计领域预训练任务及评估体系； 4 熟悉大模型评测指标，能够设计并实现大模型评测体系。
解决方案经理,果不其然,8-13K,苏州,本科,5-10年,20-99人,人工智能,团建聚餐|带薪年假|定期体检|节日福利|零食下午茶|年终奖|意外险|工龄奖|绩效奖金|五险一金|补充医疗保险|保底工资|有无线网|生日福利|员工旅游,我们致力来自于深耕AI核心领域，聚焦技术突破与落boss地，现面向全网招募AI来自开发⼯程师⼤⽜，优先录用具备一线⼤厂实战经验、能独当一面的高技术人才，携手打造行业领先的AI解决方案，解锁技术价值天花板！ 一、岗位核心定位 作为团队核心技术支柱，主导AI全流程开发落地，覆盖服务器搭建、数据处理、模型训练与优化、AI系统开发及部署运维，独立攻克技术难点，引领团队技术升级，无需繁琐协调，专注核心技术突破。 二、岗位职责（全流程高技术要求） 1、服务器搭建与运维：独立完成AI开发所需服务器架构设计、搭建与优化，适配大规模模型训练、高并发推理需求，保障服务器稳定高效运行，精通Docker、Kubernetes等容器化技术及云平台（AWS/阿里云等）操作，应对分布式计算场景下的各类技术问题。 2、数据处理全流程把控：负责多源异构数据的采集、清洗、标注、特征提取与优化，熟练运用大数据处理工具（Hadoop、Spark等），设计高效数据处理策略，保障训练数据的高质量与高覆盖度，掌握数据增强、隐私计算等前沿技术，兼顾数据安全与合规性。 3、模型开发与训练：精通机器学习、深度学习核心算法，熟练使用TensorFlow、PyTorch等主流框架，能独立完成模型选型、搭建、训练、调参与优化，深入理解大模型原理，掌握LoRA等微调技术，可根据业务需求优化模型性能，提升模型精度与运行效率。 4、AI系统开发与部署：主导AI开发系统的设计、开发与迭代，实现模型与业务系统的无缝集成，负责模型的工程化部署、监控与版本管理，运用TensorRT、ONNX Runtime等工具实现推理加速，解决部署过程中的兼容性、性能瓶颈等核心问题。 5、技术攻坚与创新：跟踪AI前沿技术（如多模态、具身智能等），结合业务场景引入新技术、新方案，独立攻克AI开发全流程中的复杂技术难题，参与技术方案设计与评审，推动团队技术能力提升，具备一定的技术创新与优化能力。 三、任职要求（高技术+大厂实战导向） 核心硬性要求（缺一不可） 1、学历与经验：本科及以上学历（硕士/博士优先），计算机、人工智能、软件工程等相关专业，3年及以上一线大厂（BAT/TMD/华为等）AI开发实战经验，有完整的AI项目全流程落地经验，曾主导过中大型AI项目（模型训练、部署全流程）者优先。 2、技术硬实力：编程能力：精通Python、C++，熟悉Java/Scala、SQL等语言，具备扎实的代码功底和面向对象编程思维，能独立完成核心模块开发。 全流程能力：熟练掌握服务器搭建、数据处理、模型训练、AI系统开发、部署运维全流程技术，能独立应对各环节技术问题，无需依赖他人支持。 框架与工具：精通TensorFlow、PyTorch等深度学习框架，熟练使用Scikit-learn、NumPy、Pandas等数据处理库，掌握OpenCV、Langchain等开发工具，熟悉MLOps工具链（MLflow、Kubeflow等）者优先。 算法基础：具备扎实的数学与统计基础（线性代数、微积分、概率论等），精通监督学习、无监督学习、强化学习等核心算法，了解CNN、RNN、Transformer等主流模型架构，能根据场景灵活选型与优化。 能力素养：具备极强的问题解决能力、技术攻坚能力和自主学习能力，对AI技术有极高的热情，能快速跟进前沿技术，具备良好的逻辑思维和沟通能力，能独立承担核心技术任务，抗压性强。 四、加分项（优先录用） 有大模型（参数量≥1亿）训练、微调及部署经验，熟悉RAG、AI Agent等前沿应用者。 1、有Kaggle等数据竞赛获奖经历、顶会论文（CVPR/NeurIPS等）发表经历，或参与过开源AI项目（TensorFlow、PyTorch等）者。 2、熟悉计算机视觉（YOLO、ResNet等）、自然语言处理（BERT、GPT等）任一细分领域，有相关核心项目落地经验者。 3、具备AI系统性能优化、高并发处理、海量数据处理实战经验者。
大模型算法,京东方能源科技,16-20K,苏州,硕士,5-10年,100-499人,光伏,五险一金|绩效奖金|通讯补贴|高温补贴|免费工装|补充医疗保险|餐补|企业年金|节日福利|生日福利|带薪年假|年终奖,boss岗位职责： 1. 设计与开发企业级 AI Agents，基于 LLM 实现自动化来自流程、Agent 任务调度系统及 AI Workflow Automation 2. 开发高可扩展的后端架构、企业 API 服务及 AI 任务执行系统，构建企业级 AI SaaS 平台 3. 开发企业财税系统集成平台，对接国际财务系统如 Xero API 和 FYI API，实现自动化⼯作流与⽂档管理 4. 参与构建 LLM 推理引擎、RAG 系统、AI Agent Frameworks 及 Prompt Engineering 相关模块 5. 在 AWS 云环境下使⽤ Docker、Kubernetes 进行服务部署与运维，支持 Hybrid ⼯作模式 任职要求： 1. 熟练掌握 Python，具备 AI/LLM 项目开发经验，熟悉 OpenAI APIs、LangChain、LLM APIs、AWS Bedrock 等技术栈 2. 熟悉 FastAPI、Flask、Django、REST API 及微服务架构，具备企业级后端系统开发能力 3. 熟悉 PostgreSQL、Redis，具备 Vector Database 使用经验者优先 4. 具备 AI Agent、RAG、Prompt Engineering 或 Workflow Automation 实际项目经验 5. 能在英语技术环境中工作，具备国际化团队协作经验，支持与新西兰技术团队深度合作 公司信息： AgenticAI Limited × 北京淳亿几维（苏州分公司），专注于 Agentic AI Systems 研发，致力于打造面向全球市场的 AI Tax Agent 企业财税自动化平台，采用国际化工程体系，支持 Hybrid 工作模式，工作地点：苏州
ai研发工程师,上海树和智能科技,30-45K·14薪,苏州,本科,3-5年,0-20人,人工智能,员工旅游|带薪年假|团建聚餐|定期体检|年终奖|五险一金|股票期权,智能质检专员（来自电商方向） 【岗位职来自责】 1. 系统调优：负责智能质检系统的规则配置与Agent模型调优，分析误判样本，协同供应商迭代模型，提升识别准确率。 2. 人机协同：结合AI结果对售前会话进行人⼯抽检，重点复核转化机会与风险话术； 3. 数据复盘：输出质检周/⽉报，分析服务质量趋势；关联分析询单转化率，量化服务问题带来的订单流失成本。 4. 闭环驱动：提炼共性问题与典型案例，推动培训部门开发专项课程；识别流程与话术漏洞，推动跨部门优化迭代。 【任职要求】 1. ⼤专及以上，1年以上电商客服/质检经验，有3C数码、车载电子类目经验优先。 2. 熟悉智能质检⼯具（如语忆、京小智等）的规则配置与调优。 3. 精通Excel，能独立完成数据分析与报告。 4. 熟悉京东平台规则及《广告法》话术识别。
智能体开发工程师,园测,15-25K·14薪,苏州,本科,3-5年,1000-9999人,计算机服务,加班补助|五险一金|餐补|生日福利|通讯补贴|年终奖|高温补贴|节日福利|定期体检|意外险|带薪年假|补充医疗保险,岗位职责： 1、负责深度调研客户设备管理痛点、维保现状及TPM落地来自难点，输出IIoT设备联网、数据采集、TPM体系建设及AI Agent一体化解决方案，⽀撑商务洽谈与技术答疑； 2、负责IIoT+TPM+Agent融合项⽬的全⽣命周期管理，包括范围管控、里程碑规划及进度、成本、质量、风险的全盘把控，保障项目按期交付与顺利验收； 3、主导客户现场TPM全流程标准化搭建，涵盖⾃主保养、专业点检、润滑管理、故障闭环及备品备件联动体系，推动设备管理数字化落地； 4、负责设备绩效指标体系（OEE/MTBF/MTTR/故障率/停机时长）的建设与优化，通过AI技术实现设备及加工过程的降本增效； 5、协调内部研发、技术团队与客户生产、设备、IT等多部门资源，建立高效协同机制，确保项目顺利推进； 6、负责客户文档资料的整理、打标与知识库搭建，沉淀可复用的行业解决方案与最佳实践。 任职要求： 1、本科及以上学历，工业工程、自动化、机电、物联网、智能制造等相关专业优先，3年及以上工业数字化领域经验； 2、具备IIoT设备联网、TPM全体系落地及设备绩效指标管理的综合交付能力，有完整售前方案、项目管控及现场实施一体化经验； 3、精通TPM理论体系与现场落地方法，熟悉AI Agent搭建运营逻辑，掌握OEE、MTBF、MTTR等核心指标口径、统计逻辑与优化方法； 4、具备工业数据采集与协议应用能力，熟悉OPC UA、MQTT、Modbus等常用工业协议及IIoT架构设计； 5、具备设备改造方案设计能力，掌握注塑、机加、电子、半导体等主流设备及传感器仪表的运作原理，可独立完成仪表选型、安装及使用方案输出； 6、具备独立方案撰写、讲标汇报及跨层级沟通能力，熟练使用PPT、Visio、Excel及SQL数据库操作，具有抗压精神与现场驻场实施的意愿。 加分项： 1、具备机器学习及深度学习模型算法的选型与应用经验，了解各模型优缺点及工业场景适配性； 2、熟悉工业数据特征分析与特征工程，对工业数据敏感，具备设备数据风险识别与规避能力； 3、持有PMP、工信部智能制造相关认证或TPM专业资格证书者优先。
AIGC技术文案工程师,蜗牛数字,15-20K,苏州,本科,1-3年,500-999人,游戏,带薪年假|定期体检|生日福利|免费工装|团建聚餐|五险一金|员工旅游|年终奖|节假日加班费|法定节假日三薪|节日福利|加班补助|通讯补贴|餐补|绩效奖金|有无线网,岗位职来自责 1负责 AI 平台整体技术整合与系统架构落地，来自对接数据中台、AI 对话系统及多个 Agent 服务，设计统一接口与服务调用逻辑，兼容主流大模型生态，适配临床试验数据隐私保护要求，确保各模块及⼤模型接⼊后能够稳定协同运⾏，支撑临床试验全流程高效推进。 2.构建 AI + 临床试验数据库的应⽤能力，参与临床试验数据库（含受试者数据、试验数据、药物安全性数据等）的结构设计与数据接入，结合向量检索（如ZVec嵌入式向量数据库）与 RAG 技术，对接主流大模型的知识库能力，实现基于大模型的临床试验数据高效检索、分析与调用，提升 AI 对临床试验数据的理解与应用效果，助力试验方案优化、数据核查提速。 3.参与 AI 对话系统能力建设，重点对接火山引擎豆包大模型（含深度思考模型、数据脱敏模型等），同时熟悉 OpenAI GPT 系列、Claude、文心一言等主流大模型，与外部技术团队协作，完成大模型接入、Prompt设计、工具调用及业务流程设计，推动 AI 在临床试验场景（如试验方案生成、受试者筛选、不良事件分析）中的落地应用，兼顾数据合规性与隐私保护。 4.设计与实现 Agent 调度与调用机制，对接多个临床试验相关业务 Agent（如试验方案生成、数据核查、不良事件上报等），实现任务编排、调用流程与结果整合，联动大模型能力提升 Agent 自主执行效率，支撑临床试验各环节自动化推进。 5.负责核心后端服务开发与系统稳定性维护，开发平台 API、业务逻辑及数据接口，针对大模型调用场景优化接口性能、控制请求频率、完善错误处理机制，同时兼顾临床试验数据隐私保护（如数据脱敏、权限管控），持续优化系统性能与稳定性，支持临床试验相关产品快速迭代；同时配合大模型部署需求，了解 AI 云原生基础设施相关技术优先。 6.跟踪主流大模型技术迭代（重点关注火山引擎豆包大模型升级动态），探索大模型在临床试验领域的创新应用场景（如临床试验预测、试验风险预警），参与大模型微调、推理优化等相关工作，推动技术方案的优化与落地，助力临床试验提质、提速、降本。 任职资格 1.具备完整项目开发经验，有 AI 应用、数据平台开发或大模型相关项目开发经验者优先，有临床试验领域 AI 落地经验或火山引擎等主流大模型接入经验者加分，熟悉临床试验数据规范（如CDISC标准）者优先。 2.熟悉至少一门主流开发语言（如 Python / JavaScript / Java / Go 等），具备扎实的后端开发与系统设计能力，熟悉 Docker、K8s 等容器化技术，了解大模型部署工具者优先。 3.深入了解 AI 应用开发相关技术，熟练掌握大模型 API 调用、RAG 技术、向量数据库（如ZVec、Milvus）或 Agent 框架（LangChain、CrewAI等），至少熟练对接一款主流大模型（优先火山引擎豆包大模型），具备大模型 Prompt 工程、微调或推理优化经验者优先，了解临床试验数据处理、分析相关技术者加分。 4.熟悉火山引擎大模型生态者优先，了解豆包大模型的特性、调用规范及优化方法，能够结合临床试验业务场景（兼顾合规与隐私）合理选择大模型及技术方案，具备大模型与临床试验系统整合经验者加分。 5.具备系统整合与技术协作能力，能够与外部技术团队（如火山引擎官方技术支持、临床试验行业合作方）协同工作，推动系统架构与接口标准落地，具备良好的跨部门沟通能力，了解临床试验行业流程者优先。 6.具备良好的学习能力与技术好奇心，密切关注 AI 大模型领域前沿技术（如多模态大模型、AI 智能体）及临床试验行业动态，熟悉临床试验合规要求，对 AI 应用产品或创业型项目有兴趣，能够在快速变化的环境中持续成长。 7.本科及以上学历，计算机、人工智能、数学、自动化、生物信息学等相关专业优先；具备大模型相关开源项目贡献或顶会论文者，可适当放宽工作年限要求，有临床试验数据处理相关经验者加分。
软件测试工程师,微清医疗,12-20K·13薪,苏州,本科,3-5年,100-499人,医疗健康,节日福利|长期服务奖|员工旅游|餐补|工龄奖|定期体检|五险一金|股票期权|年终奖|带薪年假,"【岗位职责】 1. 大模型应用开发：负责boss基于GPT、Llama、Qwen等开源大语言模型的微调（SFT/ LoRA）、部署及推理boss优化，解决业务场景中的实际问题（如智能客服、⽂档分析、Agent等）。 2. ⼩模型算法优化：针对特定场景（如意图识别、实体抽取、轻量级推理），负责传统深度学习模型（BERT、CNN、RNN等）或机器学习模型（XGBoost、LR等）的选型、训练与调优，确保在资源受限环境下的⾼效运行。 3. 混合架构设计：结合大模型的理解能⼒与小模型的高效计算优势，设计“大模型兜底+小模型分流”或“大小模型协同”的技术方案，平衡业务效果与成本。 4. 工程化落地：使用Python进行核心算法服务的开发与封装，负责模型从训练、评估到上线（Docker/K8s）的全链路工程实现，确保服务的稳定性和响应速度。 5. 数据处理与特征工程：负责海量文本数据的清洗、预处理、标注规范制定，以及针对不同模型的特征工程构建。 【任职要求】 1. 编程能力：熟练掌握Python，具有扎实的编码能力，熟悉Linux环境开发，熟练使用PyTorch、TensorFlow或Keras等至少一种深度学习框架。 2. 大模型经验： · 精通主流大模型（如GPT系列、Llama、ChatGLM、Qwen等）的原理，有实际的微调（LoRA, QLoRA）、Prompt Engineering或RAG（检索增强生成）开发经验。 · 熟悉大模型的部署工具（如vLLM、TGI、Ollama），有模型压缩（量化、蒸馏）经验者优先。 3. 小模型基础： · 深入了解传统机器学习与深度学习算法，熟悉Transformer、BERT、LSTM等经典模型结构。 · 理解小模型在分类、序列标注、匹配等任务中的应用，能够独立完成小模型的训练、评估和调优。 4. 综合能力：具备优秀的逻辑思维能力，能够根据业务数据特点，判断是使用大模型直接解决，还是采用小模型性价比更高。 5. 加分项：有NLP（自然语言处理）顶会论文者优先；有Agent（智能体）开发经验（如LangChain, AutoGen）者优先。"
VLA算法,鹿明机器人,50-75K·15薪,苏州,硕士,1-3年,100-499人,人工智能,年终奖|绩效奖金|加班补助|节假日加班费|节日福利|零食下午茶|五险一金|团建聚餐|带薪年假|股票期权|餐补|意外险|定期体检,工作职责： 1. 负责基于各类基座大模型的Agent框架、Agent应用开发及商业化来自场景应用探索，跟进OpenClaw、Harness等前沿智能体技术，落地⼯具编排、受控运⾏时、多智能体协作等⾼级能力；具备100% AI Coding开发能力，依托智能编码模型完成代码⽣成、脚本开发、自动化调试、工程化编码等工作； 2. 针对实际业务场景设计完整大模型应用技术方案，优化大模型应用效果及性能，保证算法服务的稳定性和可观测性； 3. 结合工作流、提示工程、模型选择、超参数配置、数据检索和编码等技术，搭配Harness工程化约束、OpenClaw沙箱安全机制、技能编排能力，保障AI产品功能及落地效果； 4. 跟踪大模型领域的前沿技术，专注AI Coding最佳实践探索与沉淀，研究智能代码生成、自主调试、工程规范、代码安全等编码方法论；探索创新技术方向并快速落地验证，深耕新一代Agent原生框架，推动最新技术方案在产品中的集成与迭代。 岗位要求 1. 计算机相关专业，本科以上学历； 2. 具备出色的编程能力和算法基础，熟练掌握python语言，熟悉k8s及docker等云原生技术及工具； 3. 熟悉主流Agent开源框架，精通OpenClaw、Harness等新一代前沿Agent开发框架；要求具备100% AI Coding实战能力，熟练使用AI编码工具完成自动化代码编写、代码重构、漏洞调试、业务脚本开发，掌握智能编码、代码自主执行与优化能力；了解向量数据库、提示工程、记忆架构、工具编排等Harness Agent技术；熟悉多Agent协作等系统算法架构，有生成式AI、前沿Agent项目实战落地经验者优先； 4. 逻辑清晰，有积极的学习意识、较强的动手能力和钻研精神，具备良好的沟通和团队协作能力。
Agent高级工程师（国企正岗，薪资open）,算力科技,15-30K,苏州,硕士,3-5年,0-20人,计算机服务,五险一金,职位职责 一、智能质检系统搭建与调优 1.制定并持续boss完善质检标准，主导智能质检系统来自的规则配置与Agent模型调优，确保系统识别逻辑与业务标准一致。 2.定期分析预警及误判样本，校准数据标签，提升智能质检准确率。 3.与供应商协同，根据业务场景（新品、大促、客户表达习惯变化）迭代识别模型。 二、⼈机协同质检 1.结合智能质检结果，对售前会话进⾏⼈工抽样深度复检，重点评估转化机会与风险话术。 2.配置系统对敏感词、客户强烈不满、违规承诺等高风险场景实时预警并推送主管，实现事中⼲预。 三、数据分析与报告 1.定期输出售前质检周报/月报，指出共性问题、薄弱环节、优秀案例及服务质量变化趋势。 2.建立服务质量与询单转化率的关联分析，量化服务问题导致的订单流失成本。 四、驱动培训与流程优化 1.对质检中的共性问题和典型案例进行深度剖析，按场景分类（如售前议价、参数对比、安装适配等）入库，供团队复训学习。 2.根据质检发现的普遍性知识盲点，推动培训部门开发专项课程，并跟进验收考核。 3.识别流程、话术或知识库中的漏洞，提出优化建议，推动跨部门闭环迭代。 职位要求 1.大专及以上，1年以上电商客服或质检经验，具备3C数码、车载电子类目经验者优先。 2.熟悉智能质检工具（如语忆、京小智等）的规则配置与调优。 3.精通Excel，能独立完成数据分析与报告。 4.熟悉京东平台规则及《广告法》风险话术识别。 5.具备跨部门沟通推动能力，能协同供应商、培训、运营等资源。
智驾端到端算法工程师/专家(J10363),天翼交通科技,20-40K·14薪,苏州,本科,1-3年,100-499人,计算机软件,有无线网|节日福利|定期体检|餐补|带薪年假|零食下午茶|年终奖|五险一金|生日福利|股票期权,"【岗位职责】 1. 大模型应用开发：负责基于GPT、Llama、Qwen等开源大语言模型的微调（SFT/ LoRA）、部署及推理优化，解决业务场景中的实际问题（如智能客服、⽂档分析、Agent等）。 2. ⼩模型算法优化：针对特定场景（如意图识别、实体抽取、轻量级推理），负责传统深度学习模型（BERT、CNN、RNN等）或机器学习模型（XGBoost、LR等）的选型、训练与调优，确保在资源受限环境下的⾼效运行。 3. 混合架构设计：结合大模型的理解能⼒与小模型的高效计算优势，设计“大模型兜底+小模型分流”或“大小模型协同”的技术方案，平衡业务效果与成本。 4. 工程化落地：使用Python进行核心算法服务的开发与封装，负责模型从训练、评估到上线（Docker/K8s）的全链路工程实现，确保服务的稳定性和响应速度。 5. 数据处理与特征工程：负责海量文本数据的清洗、预处理、标注规范制定，以及针对不同模型的特征工程构建。 【任职要求】 1. 编程能力：熟练掌握Python，具有扎实的编码能力，熟悉Linux环境开发，熟练使用PyTorch、TensorFlow或Keras等至少一种深度学习框架。 2. 大模型经验： · 精通主流大模型（如GPT系列、Llama、ChatGLM、Qwen等）的原理，有实际的微调（LoRA, QLoRA）、Prompt Engineering或RAG（检索增强生成）开发经验。 · 熟悉大模型的部署工具（如vLLM、TGI、Ollama），有模型压缩（量化、蒸馏）经验者优先。 3. 小模型基础： · 深入了解传统机器学习与深度学习算法，熟悉Transformer、BERT、LSTM等经典模型结构。 · 理解小模型在分类、序列标注、匹配等任务中的应用，能够独立完成小模型的训练、评估和调优。 4. 综合能力：具备优秀的逻辑思维能力，能够根据业务数据特点，判断是使用大模型直接解决，还是采用小模型性价比更高。 5. 加分项：有NLP（自然语言处理）顶会论文者优先；有Agent（智能体）开发经验（如LangChain, AutoGen）者优先。"
AI全栈工程师,企查查,20-40K,苏州,本科,5-10年,500-999人,大数据,五险一金|加班补助|股票期权|节日福利|带薪年假|生日福利|交通补助|团建聚餐|年终奖|通讯补贴|意外险|绩效奖金|法定节假日三薪|餐补|补充医疗保险|节假日加班费,1负责开发和优化新一boss智能座舱AI智能体的开发，如多来自模态Agent； 2来自负责智能体开发所需的算法设计与实施，包来自括但不限于多模态query理解、召回、相关性排序等关键模块的算法设计与优化； 3负责开发和优化基于大模型的AI Agent系统，包括但不限于多模态学习、决策逻辑设计和系统集成； 4负责大模型Agent的需求分析、场景定义、架构设计、模型选择、数据准备与处理、核心逻辑设计。 5针对开发中出现的技术问题，分析根源并提出解决⽅案；优化智能体响应速度、内存占⽤等性能指标，提升⽤户体验。 6至少3年以上Android应用开发经验，熟练使⽤Java/Kotlin语言，掌握Jetpack组件（ViewModel、LiveData、Room等）、MVVM/MVC架构。 7熟悉语音全链路，熟悉车载语音链路前端声学处理，熟悉ECNR、唤醒、VAD、ASR、NLU等功能模块原理、对接方式、工程调优方式，需熟悉与语音厂商SDK对接开发，需熟悉DM开发、语义对接、车控接口对接等开发技能，能够独立 8完成复杂应用（尤其是车载场景）的开发和性能优化，有Camera开发经验更佳。 9深入了解LLM、MM-LLM、VLM、LMM等的基础能力，掌握模型的API接口交互等。 问题解决能力: 有较强的分析和问题解决能力，能快速适应并解决模型在生产环境中遇到的各种问题。
